nm;A
;22.45;37.45;52.45;67.45;82.45;97.45;112.45;127.45;142.45;157.45;172.45;187.45;202.45;217.45;232.45;247.45;262.45;277.45;292.45;307.45;322.45;337.45;352.45;367.45;382.45;397.45;412.45;427.45;442.45;457.45;472.45;487.45;502.45;517.45;532.45;547.45;562.45;577.45;592.45;607.45;622.45;637.45;652.45;667.45;682.45;697.45;712.45;727.45;742.45;757.45;772.45;787.45;802.45;817.45;832.45;847.45;862.45;877.45;892.45;907.45;922.45;937.45;952.45;967.45;982.45;997.45;1012.45;1027.45;1042.45;1057.45;1072.45;1087.45;1102.45;1117.45
200.000000;0.003800;0.005400;0.009200;0.006100;0.006400;0.006400;0.004200;0.001400;0.003300;0.006800;0.008300;0.000200;0.007700;0.001200;0.008400;0.003000;0.000500;0.008800;0.005600;0.008200;0.003500;0.003700;0.003300;0.005400;0.002300;0.004700;0.006600;0.003300;0.010000;0.002000;0.001100;0.007500;0.007500;0.007600;0.002000;0.002100;0.003900;0.008700;0.008000;0.005100;0.008000;0.002600;0.005600;0.002000;0.005800;0.002000;0.004800;0.002000;0.003300;0.005500;0.008500;0.009800;0.007000;0.002900;0.006900;0.003600;0.005700;0.001600;0.007800;0.001700;0.003800;0.009300;0.006700;0.002400;0.000200;0.000400;0.006300;0.006000;0.005100;0.009900;0.006100;0.008300;0.002500;0.008900
210.000000;0.007900;0.000300;0.001600;0.004000;0.005200;0.005900;0.003600;0.008500;0.008400;0.002100;0.007800;0.000800;0.000100;0.003800;0.004500;0.002900;0.009900;0.009000;0.000900;0.008500;0.009600;0.001100;0.006200;0.006700;0.004800;0.009200;0.002300;0.004200;0.000200;0.003800;0.002900;0.004800;0.007900;0.009300;0.006700;0.002600;0.004900;0.008700;0.001100;0.007000;0.002200;0.008000;0.000100;0.007600;0.003400;0.001300;0.000300;0.005600;0.005200;0.009600;0.006300;0.004400;0.005600;0.005600;0.002900;0.002400;0.000700;0.000000;0.009700;0.005600;0.004100;0.006100;0.007600;0.007900;0.007500;0.006600;0.000900;0.007300;0.001100;0.005300;0.008800;0.003100;0.003800;0.008900
220.000000;0.007100;0.003100;0.006700;0.000100;0.005200;0.008400;0.001100;0.007300;0.007100;0.001500;0.005700;0.003700;0.005400;0.003200;0.003400;0.003300;0.002800;0.003300;0.001600;0.000900;0.001000;0.001200;0.008000;0.006500;0.003400;0.008400;0.008700;0.000600;0.002600;0.004000;0.003300;0.001100;0.001700;0.008800;0.003100;0.004200;0.001700;0.007200;0.010000;0.007800;0.005500;0.000100;0.004200;0.008500;0.005900;0.008800;0.009400;0.006500;0.002700;0.003000;0.006900;0.008200;0.006500;0.001700;0.005600;0.002900;0.007300;0.003500;0.008300;0.004100;0.007700;0.009900;0.005100;0.007900;0.007200;0.008100;0.004700;0.006900;0.003800;0.004600;0.009800;0.002200;0.008800;0.007700
230.000000;0.004600;0.004300;0.007900;0.009300;0.009000;0.002100;0.001300;0.003900;0.000700;0.008300;0.003500;0.008000;0.001100;0.006500;0.001000;0.002700;0.006900;0.005600;0.007800;0.005900;0.009600;0.003200;0.008600;0.006900;0.001100;0.006300;0.008200;0.003700;0.000000;0.007000;0.001300;0.008600;0.002600;0.008700;0.008300;0.006500;0.006000;0.000800;0.000900;0.001200;0.005500;0.005500;0.001700;0.005500;0.003000;0.002000;0.003600;0.006600;0.009900;0.004800;0.002100;0.001000;0.002300;0.009000;0.008800;0.009100;0.003300;0.004700;0.005500;0.001400;0.007200;0.002600;0.002800;0.004900;0.006900;0.009800;0.007800;0.002100;0.005900;0.001800;0.006600;0.006400;0.006400;0.004400
240.000000;0.007100;0.002700;0.005100;0.004300;0.007000;0.009800;0.003000;0.005400;0.007000;0.004800;0.003800;0.002300;0.000800;0.003800;0.004900;0.001700;0.001500;0.003300;0.009200;0.000100;0.006000;0.003800;0.003500;0.006000;0.002900;0.007500;0.002200;0.008400;0.000400;0.009200;0.006700;0.007900;0.007200;0.008400;0.006600;0.006600;0.001100;0.009700;0.004100;0.002900;0.009100;0.000300;0.002800;0.009100;0.002300;0.005900;0.001400;0.008000;0.005500;0.005000;0.008100;0.003800;0.004800;0.007300;0.007500;0.009000;0.005100;0.002700;0.004300;0.002700;0.008600;0.007900;0.002500;0.003400;0.007300;0.003100;0.005500;0.004600;0.006000;0.008800;0.006500;0.008800;0.009700;0.004900
250.000000;0.003700;0.003700;0.002200;0.005400;0.003400;0.006200;0.000500;0.007600;0.002600;0.006300;0.007300;0.009100;0.002600;0.004000;0.003500;0.009600;0.000100;0.003300;0.004400;0.007500;0.001000;0.002400;0.001200;0.005200;0.001200;0.004700;0.004000;0.002200;0.008600;0.002600;0.006700;0.004600;0.001900;0.002300;0.001400;0.009600;0.000600;0.006600;0.006200;0.005300;0.008500;0.009100;0.009600;0.007800;0.007700;0.001800;0.009400;0.000900;0.004500;0.009400;0.000800;0.006400;0.009100;0.006700;0.003900;0.001300;0.001900;0.005100;0.009500;0.005100;0.009900;0.000000;0.000200;0.002700;0.008000;0.008900;0.003800;0.003800;0.004000;0.002300;0.001400;0.003100;0.003500;0.006800
260.000000;0.008200;0.003200;0.005000;0.007200;0.005000;0.008300;0.008700;0.008400;0.009100;0.004100;0.006800;0.009300;0.001400;0.009100;0.001500;0.004500;0.000800;0.008000;0.001800;0.007800;0.007400;0.005300;0.003000;0.007500;0.000400;0.004000;0.007900;0.008600;0.001600;0.005900;0.009700;0.000200;0.009200;0.004600;0.006000;0.007900;0.006100;0.008000;0.009500;0.001900;0.003200;0.008700;0.006700;0.005500;0.009500;0.003000;0.004200;0.007400;0.000600;0.009500;0.004600;0.003400;0.002200;0.009000;0.004100;0.005700;0.004900;0.001900;0.008100;0.000100;0.006700;0.002700;0.007100;0.000100;0.001000;0.004000;0.005300;0.005900;0.004800;0.002800;0.005400;0.002100;0.008800;0.009300
270.000000;0.005000;0.003200;0.004400;0.000300;0.003100;0.001300;0.002600;0.005500;0.007100;0.000500;0.004500;0.004600;0.006900;0.003500;0.001700;1.008300;1.327500;1.746000;2.308268;3.036758;4.008364;5.297853;6.983906;9.225040;12.170592;16.066270;40.150824;100.378660;250.934701;627.335052;261.398180;108.913483;45.389518;18.918183;7.882493;3.289205;1.369694;0.579114;0.605700;0.601600;0.604100;0.606700;0.604400;0.606400;0.610000;0.609300;0.606600;0.608100;0.608700;0.600200;0.607800;0.605300;0.601600;0.603200;0.999100;1.639400;2.695475;4.448404;7.339886;12.116312;19.985995;32.964202;35.000800;33.006300;18.864343;10.780610;6.166034;3.526334;2.012991;1.149609;0.657919;0.381054;0.223274;0.129699
280.000000;0.004000;0.003900;0.004600;0.001800;0.009100;0.000200;0.007400;0.005300;0.001900;0.007900;0.001700;0.010000;0.010000;0.004600;0.003500;0.000200;0.009100;0.005900;0.007700;0.000000;0.006500;0.004200;0.001900;0.000700;0.004200;0.001300;0.006600;0.008200;0.002800;0.007200;0.002800;0.009500;0.005500;0.005900;0.002500;0.003800;0.003200;0.008700;0.006500;0.007700;0.005600;0.004300;0.005400;0.004000;0.009000;0.006500;0.002700;0.008400;0.003100;0.008800;0.001800;0.008500;0.002200;0.001400;0.003300;0.008500;0.005300;0.009300;0.000000;0.000900;0.003500;0.005700;0.005700;0.003700;0.002700;0.005400;0.003800;0.004400;0.003200;0.008900;0.007000;0.007400;0.008700;0.009900
